Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency
04/08/2017,Saving Bank account 1,Food,Milk,milk 1lit ,68,Expense,RM
03/08/2017,Saving Bank account 1,subscription,Newspaper,,170,Expense,RM
02/08/2017,Saving Bank account 1,subscription,Edtech Course,,2700,Expense,RM
02/08/2017,Saving Bank account 1,Food,snacks,Maggie 1 pck,14,Expense,RM
02/08/2017,Saving Bank account 1,Food,Milk,milk 1lit ,66,Expense,RM
01/08/2017,Saving Bank account 1,Apparel,Clothing,Myntra - tshirt+ denim shorts,399,Expense,RM
01/08/2017,Cash,Health,Medicine,4 paracetamol tablets,10,Expense,RM
01/08/2017,Saving Bank account 1,Recurring Deposit,,,1000,Savings,RM
01/08/2017,Saving Bank account 1,Recurring Deposit,,,1000,Savings,RM
01/08/2017,Saving Bank account 1,Money transfer,Home,,10000,Expense,RM
01/08/2017,Saving Bank account 1,Public Provident Fund,,,10000,Investment,RM
31/07/2017 21:14,Saving Bank account 1,Food,Dinner,Catering Service:Chicken masala (90)+2 chapati (10),100,Expense,RM
31/07/2017 12:12,Cash,Transportation,auto,ola auto - Current Residence to McD,65,Expense,RM
31/07/2017 9:51,Saving Bank account 1,Food,Eggs,4 eggs,22,Expense,RM
30/07/2017 21:33,Saving Bank account 1,Gpay Reward,,,6,Income,RM
30/07/2017 21:33,Cash,Food,Grocery,Dahi 2 packets,20,Expense,RM
30/07/2017 21:33,Saving Bank account 1,Transportation,Travels,2 Neeta travels : Place A to pune,895,Expense,RM
30/07/2017 15:38,Cash,Household,Appliances,Laptop repair,1000,Expense,RM
30/07/2017 15:36,Saving Bank account 1,Household,Appliances,Laptop repair ( 128gb SSD rs 2200+ 500gb HDD Rs.1800 + Msoffice+ windows),3000,Expense,RM
30/07/2017 14:20,Cash,Food,snacks,Chicken roll kasha,100,Expense,RM
30/07/2017 14:19,Cash,Transportation,Train,Place 0 to Place 4 return,20,Expense,RM
30/07/2017 7:48,Saving Bank account 1,Salary,,From workplace ,61578,Income,RM
29/07/2017 13:30,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,RM
29/07/2017 13:30,Credit Card,Health,Medicine,Hospital consultation,556,Expense,RM
29/07/2017 9:48,Saving Bank account 1,Transportation,auto,ola auto - Current Residence to hospital Place 6,97,Expense,RM
28/07/2017 16:20,Cash,Transportation,auto,2 Place 0 to Current Residence,30,Expense,RM
28/07/2017 15:25,Credit Card,Health,Medicine,Hospital consultation,167,Expense,RM
28/07/2017 11:31,Credit Card,Health,Hospital,Hospital consultation,3050,Expense,RM
28/07/2017 11:31,Cash,Transportation,Train,2 Place 0 to Place 6 return,20,Expense,RM
28/07/2017 11:30,Cash,Transportation,auto,2 Current Residence to Place 0,30,Expense,RM
27/07/2017 20:33,Credit Card,Food,Dinner,Non veg overloaded pizza,215,Expense,RM
27/07/2017 20:05,Credit Card,Food,Lunch,Chicken lollypop 4 pcs,203,Expense,RM
27/07/2017 6:05,Cash,Household,Appliances,Distilled water refill Inverter (Rs.100 given by Family),200,Expense,RM
27/07/2017 5:40,Recurring Deposit,Maturity amount,,RD2 matured,40326,Income,RM
27/07/2017 5:39,Recurring Deposit,Maturity amount,,RD1 matured,40326,Income,RM
26/07/2017 19:31,Saving Bank account 1,Tax refund,,,19350,Income,RM
25/07/2017 19:31,Saving Bank account 1,Tourism,Trip,Tours and Travel,20000,Expense,RM
24/07/2017 21:52,Credit Card,Food,snacks,Garlic bread + periperi masala fries,248,Expense,RM
24/07/2017 10:04,Saving Bank account 1,Food,Eggs,4 eggs,22,Expense,RM
24/07/2017 10:03,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,RM
23/07/2017 16:02,Cash,Household,Appliances,For tata sky installation (100 rs given by Family ),200,Expense,RM
23/07/2017 15:57,Saving Bank account 1,Household,Appliances,Tata sky STB (1299)+ 1 month recharge (226)+ extra wire 45meters(540),2065,Expense,RM
23/07/2017 12:30,Saving Bank account 1,Food,Grocery,Amul butter,52,Expense,RM
22/07/2017 14:55,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,RM
21/07/2017 13:36,Saving Bank account 1,Equity Mutual Fund C,,,1000,Investment,RM
21/07/2017 13:16,Saving Bank account 1,Other,,CA  - income tax filing,1000,Expense,RM
21/07/2017 8:46,Saving Bank account 1,Food,Milk,Half lit  milk,33,Expense,RM
20/07/2017 19:32,Saving Bank account 1,Food,Grocery,,88,Expense,RM
20/07/2017 19:31,Cash,Food,snacks,Puri packet of 50 pcs,50,Expense,RM
20/07/2017 15:14,Credit Card,subscription,Mobile Service Provider,Annual recharge,2545,Expense,RM
20/07/2017 12:03,Saving Bank account 1,Food,Milk,Half lit  milk,32,Expense,RM
19/07/2017 8:44,Saving Bank account 1,Food,Eggs,4 eggs,22,Expense,RM
19/07/2017 8:44,Saving Bank account 1,Food,Milk,Half lit  milk,32,Expense,RM
18/07/2017 21:44,Saving Bank account 1,Food,beverage,Thumbs up 250ml,20,Expense,RM
18/07/2017 21:44,Saving Bank account 1,Food,Water,5 litres can,70,Expense,RM
18/07/2017 21:02,Cash,Food,flour mill,Gehu 3 kg Rs21 + bajari 1kg Rs 7 + dal 1.5 kg Rs15,43,Expense,RM
18/07/2017 21:00,Saving Bank account 1,Food,Grocery,potato 1kg,35,Expense,RM
18/07/2017 20:59,Saving Bank account 1,Household,Hardware,Pakad,240,Expense,RM
18/07/2017 20:58,Saving Bank account 1,Household,Hardware,Umbrella,540,Expense,RM
18/07/2017 20:58,Cash,Other,,Hari oil depo coupon,25,Income,RM
18/07/2017 20:55,Cash,Food,Grocery,onion 2.5 kg,55,Expense,RM
17/07/2017 22:16,Cash,Transportation,auto,2 Place 0 to Current Residence,30,Expense,RM
17/07/2017 22:16,Saving Bank account 1,Apparel,Laundry,9 clothes ironing,63,Expense,RM
17/07/2017 16:53,Saving Bank account 1,Food,beverage,Lemon tea,60,Expense,RM
17/07/2017 16:21,Credit Card,Food,Lunch,1 dal makhani rice(200)+ 1 chicken tikka rice(220)+chocolate pastry (120),540,Expense,RM
17/07/2017 12:58,Saving Bank account 1,Transportation,Train,2 Place 0 to TB returns,40,Expense,RM
15/07/2017 19:01,Saving Bank account 1,Food,snacks,Gupta bhel,25,Expense,RM
15/07/2017 13:07,Saving Bank account 1,Food,Milk,Half lit  milk,32,Expense,RM
14/07/2017 20:01,Saving Bank account 1,Food,Ice cream,chocobar,15,Expense,RM
12/07/2017,Saving Bank account 1,Gpay Reward,,reward Gpay,6,Income,RM
12/07/2017,Saving Bank account 1,Equity Mutual Fund B,,,100000,Investment,RM
12/07/2017,Saving Bank account 1,Gift,,farewell contribution,500,Expense,RM
12/07/2017,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,RM
11/07/2017,Saving Bank account 1,Food,Ice cream,chocobar,15,Expense,RM
11/07/2017,Saving Bank account 1,Education,Stationary,Black Ball pen,10,Expense,RM
11/07/2017,Saving Bank account 1,Family,Pocket money,,5000,Expense,RM
11/07/2017,Saving Bank account 1,Other,,Gift from inlaws,20000,Income,RM
11/07/2017,Cash,Family,Pocket money,,1500,Expense,RM
10/07/2017,Saving Bank account 1,Equity Mutual Fund F,,,1000,Investment,RM
09/07/2017,Saving Bank account 1,Food,beverage,sugarcane juice,20,Expense,RM
09/07/2017,Saving Bank account 1,Food,snacks,Vadapav,20,Expense,RM
09/07/2017,Saving Bank account 1,Transportation,Bus,2 Place 3m to Mumbai vidyapeeth,12,Expense,RM
09/07/2017,Saving Bank account 1,Transportation,Train,2 Place 0 to Place 3 returns,80,Expense,RM
09/07/2017,Saving Bank account 1,Transportation,auto,2 Current Residence to Place 0,30,Expense,RM
08/07/2017,Saving Bank account 1,Food,Grocery,Pizza base packet - Patil dairy,30,Expense,RM
08/07/2017,Saving Bank account 1,Food,Eggs,4 eggs,26,Expense,RM
08/07/2017,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,RM
07/07/2017,Saving Bank account 1,Equity Mutual Fund E,,,1000,Investment,RM
06/07/2017,Saving Bank account 1,Equity Mutual Fund E,,Lumpsum,50000,Investment,RM
05/07/2017,Saving Bank account 1,Food,Dinner,Paneer mutter Rs.90+ 5 chapati Rs.25,115,Expense,RM
05/07/2017,Saving Bank account 1,Food,Grocery,2 Kg Onion 30/kg + 1 kg Potato 30/kg + Parle Biscuit Rs 10,100,Expense,RM
05/07/2017,Saving Bank account 1,Food,Dinner,veg fried rice 1 full,180,Expense,RM
05/07/2017,Saving Bank account 1,Equity Mutual Fund A,,Lumpsum,50000,Investment,RM
05/07/2017,Saving Bank account 1,Equity Mutual Fund F,,Lumpsum,50000,Investment,RM
05/07/2017,Saving Bank account 1,Food,Lunch,Catering Service (1 bhaji 30 + 3 chapti 15),45,Expense,RM
05/07/2017,Saving Bank account 1,Equity Mutual Fund A,,,1000,Investment,RM
04/07/2017,Saving Bank account 1,Food,Grocery,Dalich peeth pav kg,25,Expense,RM
04/07/2017,Saving Bank account 1,subscription,Edtech Course,,2700,Expense,RM
04/07/2017,Saving Bank account 1,Transportation,auto,Place 1 bridge to Current Residence 2 seats,60,Expense,RM
04/07/2017,Saving Bank account 1,Food,Bread,,35,Expense,RM
04/07/2017,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,RM
03/07/2017,Saving Bank account 1,Other,,Devi Temple,5,Expense,RM
03/07/2017,Saving Bank account 1,subscription,Newspaper,,170,Expense,RM
02/07/2017,Saving Bank account 1,Food,Ice cream,7 mava kulfie,140,Expense,RM
01/07/2017,Saving Bank account 1,Saving Bank account 2,,,100,Savings,RM
01/07/2017,Saving Bank account 1,Transportation,Travels,2 Place 2 to Place 1 - Shree Sharma Travels,1711,Expense,RM
01/07/2017,Saving Bank account 1,Recurring Deposit,,,1000,Savings,RM
01/07/2017,Saving Bank account 1,Recurring Deposit,,,1000,Savings,RM
01/07/2017,Saving Bank account 1,Money transfer,Home,,10000,Expense,RM
01/07/2017,Saving Bank account 1,Public Provident Fund,,,10000,Investment,RM
30/06/2017 8:43,Saving Bank account 1,Gift,,Forrest essential perfume,4800,Expense,RM
30/06/2017 7:57,Saving Bank account 1,Interest,,interest paid,870,Income,RM
30/06/2017 7:57,Saving Bank account 1,Salary,,From workplace ,56957,Income,RM
29/06/2017 19:49,Saving Bank account 1,Beauty,grooming,Shaving,60,Expense,RM
29/06/2017 7:48,Cash,Transportation,auto,Place 2 station to hospital 2 seat,50,Expense,RM
28/06/2017 22:51,Cash,Transportation,Train,2 Place 0 to tilaknagar single side,30,Expense,RM
28/06/2017 22:50,Cash,Transportation,auto,2 Current Residence to Place 0,30,Expense,RM
28/06/2017 13:34,Saving Bank account 1,Food,Lunch,Chicken lollypop 4 pcs,186.5,Expense,RM
28/06/2017 10:19,Saving Bank account 1,Food,Grocery,5rs mirchi + crack-jack,15,Expense,RM
28/06/2017 9:41,Saving Bank account 1,Family,Pocket money,,1500,Expense,RM
28/06/2017 9:18,Cash,maid,,House Cleaning + washing utensils,2000,Expense,RM
27/06/2017 10:04,Saving Bank account 1,Recurring Deposit,,New RD opened for 3 years,1000,Savings,RM
27/06/2017 10:00,Saving Bank account 1,Fixed Deposit,,New FD opened for 3 years,200000,Savings,RM
27/06/2017 9:32,Cash,Health,Medicine,Cough-sills 4 pcs,12,Expense,RM
26/06/2017 11:38,Saving Bank account 1,Food,snacks,2 kachori,24,Expense,RM
26/06/2017 11:38,Saving Bank account 1,Food,Grocery,Dahi 2 packets,20,Expense,RM
26/06/2017 11:38,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,RM
25/06/2017 13:38,Cash,Transportation,Train,Place 0 to WS return,10,Expense,RM
24/06/2017 9:11,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,RM
23/06/2017 9:52,Saving Bank account 1,Food,Grocery,Shengdane pav kg,35,Expense,RM
23/06/2017 9:52,Saving Bank account 1,Other,,Credit Card fee,590,Expense,RM
22/06/2017 23:26,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,RM
22/06/2017 23:05,Saving Bank account 1,Gift,,Forrest essential after shave,1595,Expense,RM
22/06/2017 23:04,Saving Bank account 1,Food,Eating out,Taco Bell veg combo,261,Expense,RM
22/06/2017 23:03,Cash,Transportation,train,2 Place 0 to WS returns,20,Expense,RM
22/06/2017 23:02,Cash,Transportation,auto,2 Current Residence to Place 0,30,Expense,RM
20/06/2017 21:08,Saving Bank account 1,Gift,,Cupcake mould,250,Expense,RM
19/06/2017 10:19,Saving Bank account 1,Food,Grocery,Shev bhaji sev pav kg,60,Expense,RM
19/06/2017 10:19,Cash,Food,flour mill,M D sure 3kg atta,141,Expense,RM
19/06/2017 10:19,Saving Bank account 1,Food,Grocery,Amul malai paneer pav kg,80,Expense,RM
19/06/2017 10:19,Saving Bank account 1,Food,breakfast,Bread,18,Expense,RM
19/06/2017 10:19,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,RM
18/06/2017 20:01,Cash,Transportation,Bus,H to kala circle,12,Expense,RM
18/06/2017 20:01,Cash,Transportation,Bus,Kala circle to H,15,Expense,RM
17/06/2017 10:25,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,RM
16/06/2017 23:18,Saving Bank account 1,Gift,,Jeff kellar's winning attitude,137,Expense,RM
16/06/2017 19:03,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,RM
15/06/2017 19:01,Saving Bank account 1,Other,,Courier,50,Expense,RM
15/06/2017 19:01,Saving Bank account 1,Education,Stationary,Print outs 3 + Xerox 16 + envelope 10,29,Expense,RM
13/06/2017 20:06,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,RM
11/06/2017,Saving Bank account 1,Beauty,grooming,hair cut,100,Expense,RM
11/06/2017,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,RM
10/06/2017,Saving Bank account 1,Health,Medicine,Covaxin booster dose,386,Expense,RM
10/06/2017,Saving Bank account 1,Transportation,train,2 Kushinagar express (LTT to Place 2),501,Expense,RM
10/06/2017,Saving Bank account 1,subscription,Newspaper,TOI,170,Expense,RM
10/06/2017,Saving Bank account 1,Recurring Deposit,,,1000,Savings,RM
10/06/2017,Saving Bank account 1,Equity Mutual Fund F,,,1000,Investment,RM
08/06/2017,Cash,Transportation,auto,2 Place 0 to Current Residence,30,Expense,RM
08/06/2017,Cash,Transportation,auto,2 Current Residence to Place 0,30,Expense,RM
08/06/2017,Cash,Culture,Movie,2 tickets - Cinepolis 4DX 3D,760,Expense,RM
08/06/2017,Saving Bank account 1,Food,breakfast,Bread,35,Expense,RM
08/06/2017,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,RM
08/06/2017,Saving Bank account 1,Food,Eggs,6 pcs,35,Expense,RM
07/06/2017,Cash,Household,Kitchen,Sanjori mould,26,Expense,RM
07/06/2017,Saving Bank account 1,Equity Mutual Fund E,,,1000,Investment,RM
06/06/2017,Cash,Education,Stationary,Print out,3,Expense,RM
06/06/2017,Cash,Food,snacks,2 Veg puff,40,Expense,RM
06/06/2017,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,RM
05/06/2017,Cash,Food,Dinner,Chicken Biryani 120+ dal rice 60,180,Expense,RM
05/06/2017,Cash,Food,chocolate,2 Cadbury dairy milk,20,Expense,RM
05/06/2017,Cash,Health,Medicine,3 Sinarest,18,Expense,RM
05/06/2017,Saving Bank account 1,Health,Medicine,Sofy antibacterial,190,Expense,RM
05/06/2017,Saving Bank account 1,Family,Pocket money,,2500,Expense,RM
05/06/2017,Saving Bank account 1,Recurring Deposit,,,1000,Savings,RM
05/06/2017,Saving Bank account 1,Equity Mutual Fund A,,,1000,Investment,RM
04/06/2017,Saving Bank account 1,Food,vegetables,Pav kg Simla mirch 20 + Hari mirch 5,25,Expense,RM
04/06/2017,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,RM
03/06/2017,Saving Bank account 1,Food,beverage,sugarcane juice,20,Expense,RM
03/06/2017,Saving Bank account 1,Food,Lunch,Non veg overloaded pizza,242.95,Expense,RM
03/06/2017,Saving Bank account 1,subscription,Edtech Course,,2700.1,Expense,RM
02/06/2017,Saving Bank account 1,Food,snacks,Vadapav,20,Expense,RM
02/06/2017,Saving Bank account 1,Food,flour mill,M D sure 3kg atta,141,Expense,RM
01/06/2017,Saving Bank account 1,Food,snacks,2 kachori,24,Expense,RM
01/06/2017,Saving Bank account 1,Food,Milk,milk 1lit ,65,Expense,RM
01/06/2017,Saving Bank account 1,Saving Bank account 2,,,100,Savings,RM
01/06/2017,Saving Bank account 1,Public Provident Fund,,,10000,Investment,RM
01/06/2017,Cash,maid,,,1000,Expense,RM
01/06/2017,Saving Bank account 1,Money transfer,Home,,10000,Expense,RM
31/05/2017 20:47,Saving Bank account 1,Apparel,Clothing,undergarments pair of Jockey,655,Expense,RM
31/05/2017 10:25,Saving Bank account 1,Salary,,From workplace ,56970,Income,RM
30/05/2017 19:57,Saving Bank account 1,Food,Dinner,5 chapati,25,Expense,RM
30/05/2017 19:57,Cash,Transportation,auto,2 Place 0 to Current Residence,30,Expense,RM
30/05/2017 17:04,Cash,Food,beverage,Slice + Pepsi,40,Expense,RM
30/05/2017 17:04,Cash,Food,Lunch,2 veg Frankie,120,Expense,RM
30/05/2017 17:02,Cash,Household,Kitchen,Crockery,275,Expense,RM
30/05/2017 11:35,Saving Bank account 1,Food,Tea,2 tea,34,Expense,RM
30/05/2017 9:41,Cash,Transportation,Train,2 Place 0 to Place P return,80,Expense,RM
30/05/2017 9:41,Cash,Transportation,auto,2 Current Residence to Place 0,30,Expense,RM
29/05/2017 9:25,Saving Bank account 1,Food,Grocery,Half kg potato + half kg banana,35,Expense,RM
29/05/2017 9:25,Cash,Education,Stationary,Xerox,30,Expense,RM
29/05/2017 9:25,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,RM
28/05/2017 20:47,Saving Bank account 1,Food,snacks,2 kachori,24,Expense,RM
28/05/2017 19:39,Cash,Food,vegetables,,45,Expense,RM
28/05/2017 19:39,Saving Bank account 1,Food,Grocery,Mango 1 kg,140,Expense,RM
28/05/2017 19:27,Cash,Food,Grocery,,30,Expense,RM
28/05/2017 19:27,Saving Bank account 1,Food,vegetables,,60,Expense,RM
28/05/2017 19:16,Saving Bank account 1,Food,breakfast,Medu vada 1 plate + dal vada 1,70,Expense,RM
27/05/2017 18:20,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,RM
27/05/2017 13:21,Saving Bank account 1,Education,Stationary,Print outs+ Xerox,20,Expense,RM
27/05/2017 13:21,Saving Bank account 1,Food,vegetables,Pav kg tomato,20,Expense,RM
25/05/2017 8:47,Cash,Food,snacks,Ragda Puri,30,Expense,RM
25/05/2017 8:47,Cash,Transportation,Train,Place 0 to Vikhroli single,15,Expense,RM
24/05/2017 8:46,Saving Bank account 1,subscription,Cable TV,,261,Expense,RM
24/05/2017 8:46,Cash,Food,snacks,Samosa pav @ kurla,15,Expense,RM
24/05/2017 8:46,Cash,Transportation,Train,Place 0 to Vikhroli return,30,Expense,RM
24/05/2017 8:46,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,RM
23/05/2017 22:10,Saving Bank account 1,Food,snacks,Gupta bhel,25,Expense,RM
23/05/2017 22:08,Saving Bank account 1,Education,Stationary,White board pen 25 + duster 50,75,Expense,RM
22/05/2017 17:30,Saving Bank account 1,Food,flour mill,M D sure 2kg atta,88,Expense,RM
22/05/2017 17:29,Saving Bank account 1,Household,Appliances,3 pin Holder,50,Expense,RM
22/05/2017 9:55,Saving Bank account 1,Food,beverage,Coke 750ml,40,Expense,RM
22/05/2017 9:44,Saving Bank account 1,Food,beverage,sugarcane juice,15,Expense,RM
22/05/2017,Saving Bank account 1,Life Insurance,,,11043,Savings,RM
21/05/2017 15:34,Cash,Transportation,Train,2 Place 0 to Place 4 return,30,Expense,RM
21/05/2017 15:33,Cash,Transportation,auto,2 Current Residence to Place 0,30,Expense,RM
21/05/2017 15:26,Cash,Food,flour mill,3 kg ( 2kg bajari Rs 7 each + 1kg gahu & maka mix Rs.10),24,Expense,RM
21/05/2017 9:40,Cash,Transportation,auto,Decathlon to station,20,Expense,RM
21/05/2017,Saving Bank account 1,subscription,Cable TV,Monthly recharge,261,Expense,RM
18/05/2017 16:11,Saving Bank account 1,Food,Dinner,pav bhaji + 5 pav extra,219,Expense,RM
18/05/2017 16:11,Cash,Food,Tea,,10,Expense,RM
18/05/2017 16:11,Saving Bank account 1,Food,vegetables,,60,Expense,RM
18/05/2017 16:11,Saving Bank account 1,Food,Lunch,Bhai poli,45,Expense,RM
18/05/2017 11:06,Saving Bank account 1,Food,breakfast,Poha,25,Expense,RM
18/05/2017 11:06,Cash,Beauty,grooming,Shaving,50,Expense,RM
18/05/2017 11:06,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,RM
18/05/2017 11:06,Cash,Food,Tea,,10,Expense,RM
17/05/2017 14:12,Cash,Food,Tea,,5,Expense,RM
17/05/2017 14:12,Saving Bank account 1,Food,Ice cream,Vanila family pack,99,Expense,RM
17/05/2017 14:12,Saving Bank account 1,Food,Lunch,Full egg fried rice 100 + Manchurian dry 100,210,Expense,RM
17/05/2017 10:27,Cash,Food,Tea,,10,Expense,RM
16/05/2017 19:10,Cash,Food,Tea,,10,Expense,RM
16/05/2017 14:39,Saving Bank account 1,Beauty,grooming,Razor Blade,247,Expense,RM
16/05/2017 13:22,Saving Bank account 1,Food,Lunch,Non veg combo meal,234,Expense,RM
16/05/2017 13:11,Cash,Food,Tea,,5,Expense,RM
15/05/2017 20:42,Saving Bank account 1,subscription,Newspaper,March 210 + April 170,380,Expense,RM
15/05/2017 19:28,Cash,Food,Dinner,Veg cheese grill sandwich,100,Expense,RM
15/05/2017 19:28,Saving Bank account 1,Food,breakfast,Poha 25+ tea 10,35,Expense,RM
14/05/2017 14:21,Saving Bank account 1,Food,Lunch,Non veg overloaded pizza,242,Expense,RM
13/05/2017 20:51,Saving Bank account 1,Food,Dinner,Non veg overloaded pizza,242,Expense,RM
13/05/2017 18:02,Cash,Food,Tea,,10,Expense,RM
13/05/2017 18:02,Saving Bank account 1,Food,Lunch,4 chapati,20,Expense,RM
13/05/2017 10:43,Cash,Food,Tea,,5,Expense,RM
13/05/2017 10:43,Saving Bank account 1,Food,breakfast,Medu vada 1 plate,35,Expense,RM
12/05/2017,Cash,Food,Tea,,10,Expense,RM
12/05/2017,Saving Bank account 1,Food,Lunch,4 chapati,20,Expense,RM
12/05/2017,Cash,Food,Tea,,10,Expense,RM
12/05/2017,Saving Bank account 1,Family,Pocket money,,5000,Expense,RM
11/05/2017,Saving Bank account 1,Food,Lunch,Full egg fried rice 100 + chicken lollypop 4 pcs 130,233,Expense,RM
11/05/2017,Saving Bank account 1,subscription,Tata Sky,,230,Expense,RM
11/05/2017,Cash,Food,Tea,,10,Expense,RM
11/05/2017,Saving Bank account 1,Beauty,grooming,Body hair removal cream,318,Expense,RM
10/05/2017,Saving Bank account 1,Education,Stationary,Courier,100,Expense,RM
10/05/2017,Saving Bank account 1,Education,Stationary,Xerox,12,Expense,RM
10/05/2017,Saving Bank account 1,Education,Stationary,2 envelope,24,Expense,RM
10/05/2017,Saving Bank account 1,Food,Dinner,4 chapati,20,Expense,RM
10/05/2017,Cash,Food,snacks,Sweet bread cake 85 + veg puff 2,125,Expense,RM
10/05/2017,Saving Bank account 1,Food,Lunch,Dudhi 30 + 3 chapati,45,Expense,RM
10/05/2017,Saving Bank account 1,Food,breakfast,Tea + 2 kachori,34,Expense,RM
10/05/2017,Saving Bank account 1,Recurring Deposit,,,1000,Savings,RM
10/05/2017,Saving Bank account 1,Equity Mutual Fund F,,,1000,Investment,RM
09/05/2017,Cash,Food,Ice cream,Cornetto butterscotch,40,Expense,RM
09/05/2017,Cash,Food,Tea,,10,Expense,RM
09/05/2017,Saving Bank account 1,Food,Dinner,4 chapati,20,Expense,RM
09/05/2017,Saving Bank account 1,Food,Lunch,Chana masala 30 + 3 chapati,45,Expense,RM
08/05/2017,Saving Bank account 1,Food,Dinner,Egg fry + chicken lollypop,191,Expense,RM
08/05/2017,Saving Bank account 1,Food,breakfast,Poha 25+ tea 10,35,Expense,RM
07/05/2017,Saving Bank account 1,Food,Dinner,Aloo mutter sabji,30,Expense,RM
07/05/2017,Saving Bank account 1,Food,snacks,Chicken manchow soup,98,Expense,RM
07/05/2017,Saving Bank account 1,subscription,Mobile Service Provider,No daily limit plan ( 25 GB 30 days),296,Expense,RM
07/05/2017,Saving Bank account 1,Food,breakfast,Double omlet pav + tea,45,Expense,RM
07/05/2017,Saving Bank account 1,Equity Mutual Fund E,,,1000,Investment,RM
06/05/2017,Cash,Food,Dinner,5 chapati,25,Expense,RM
06/05/2017,Cash,Food,snacks,Veg puff,20,Expense,RM
06/05/2017,Cash,Food,Tea,,10,Expense,RM
06/05/2017,Saving Bank account 1,Food,Lunch,Paneer masala + hara bhara kabab 6 pcs,330,Expense,RM
05/05/2017,Saving Bank account 1,Food,Dinner,Bhendi masala 30 + 3 chapati,45,Expense,RM
05/05/2017,Cash,Food,beverage,sugarcane juice,20,Expense,RM
05/05/2017,Saving Bank account 1,Food,breakfast,Bread,33,Expense,RM
05/05/2017,Saving Bank account 1,Recurring Deposit,,,1000,Savings,RM
05/05/2017,Saving Bank account 1,Equity Mutual Fund A,,,1000,Investment,RM
04/05/2017,Saving Bank account 1,subscription,Mobile Service Provider,No daily limit plan ( 25 GB 30 days),296,Expense,RM
03/05/2017,Cash,Transportation,auto,Place 0 to Current Residence,15,Expense,RM
03/05/2017,Cash,Transportation,Train,40 Place 0 to Place 3 return+ 20 single,60,Expense,RM
03/05/2017,Cash,Transportation,auto,2 Current Residence to Place 0,30,Expense,RM
03/05/2017,Cash,Transportation,Train,Place 0 to Place 6 return,10,Expense,RM
03/05/2017,Saving Bank account 1,Household,Kitchen,Gas stove elica 3 burner,8825,Expense,RM
03/05/2017,Saving Bank account 1,Gift,,Decathlon shoes,1811,Expense,RM
03/05/2017,Cash,Transportation,train,Place 3 to Place 2 sevagram,1100,Expense,RM
03/05/2017,Saving Bank account 1,subscription,Edtech Course,,2700.1,Expense,RM
02/05/2017,Saving Bank account 1,Health,Medicine,Q-dee strip,40,Expense,RM
02/05/2017,Saving Bank account 1,Apparel,Footwear,Puma Troy mu running shoes,2421,Expense,RM
02/05/2017,Saving Bank account 1,Food,Tea,2 cups,20,Expense,RM
02/05/2017,Saving Bank account 1,Food,Milk,milk 1lit ,64,Expense,RM
01/05/2017,Cash,maid,,,1000,Expense,RM
01/05/2017,Saving Bank account 1,Food,Dinner,2 Fried rice,321,Expense,RM
01/05/2017,Cash,Transportation,auto,2 Place 0 to Current Residence,30,Expense,RM
01/05/2017,Cash,Transportation,Train,2 Place 0 to WS single,10,Expense,RM
01/05/2017,Cash,Transportation,auto,2 Current Residence to Place 0,30,Expense,RM
01/05/2017,Saving Bank account 1,Apparel,Clothing,Shorts for Family,399,Expense,RM
01/05/2017,Saving Bank account 1,Apparel,Clothing,H&M Tshirt for Family,599,Expense,RM
01/05/2017,Saving Bank account 1,Other,,To savings account,100,Expense,RM
01/05/2017,Saving Bank account 1,Food,flour mill,M D sure 1kg atta,47,Expense,RM
01/05/2017,Saving Bank account 1,Public Provident Fund,,,10000,Investment,RM
01/05/2017,Saving Bank account 1,Money transfer,,,10000,Expense,RM
30/04/2017 23:04,Saving Bank account 1,Food,Ice cream,chocobar,10,Expense,RM
30/04/2017 21:08,Saving Bank account 1,Salary,,From workplace ,56957,Income,RM
30/04/2017 21:03,Cash,Transportation,auto,2 Place 0 to Current Residence,30,Expense,RM
30/04/2017 21:03,Cash,Food,fruits,6 bananas,25,Expense,RM
